customer_id,application_date,branch_id,customer_group_id,age,gender,marital_status,education_level,employment_type,annual_income,monthly_expenses,loan_amount,loan_tenure_months,interest_rate,credit_score,existing_loans_count,credit_card_utilization,late_payment_count,bank_balance,savings_account_balance,transaction_frequency,avg_transaction_value,last_payment_delay_days,property_ownership,city_tier,has_insurance,loan_purpose,risk_segment,income_to_loan_ratio,debt_to_income_ratio,annual_income_duplicate,low_variance_flag,default_status
101636,2024-01-27,BR011,G01817,50.0,Male,Divorced,Graduate,Salaried,90000.0,5000.0,50000.0,36,7.62,,1,0.274,2,1216.36,24079.51,52.0,100.0,13.0,Rent,Tier 3,Yes,,,1.8,0.8519,88831.39,0,0
101637,2023-05-01,BR017,G00302,21.0,Male,Single,School,,90000.0,5000.0,398069.43,48,12.0,607.0,3,0.389,1,5101.42,35660.12,25.0,362.77,1.0,Own,Tier 3,Yes,Education,Medium,0.2261,1.7724,90882.55,0,0
101638,2024-03-29,BR018,G00663,41.0,Male,Married,School,Salaried,117924.79,5133.87,81125.48,60,11.59,788.0,1,0.131,0,-117.56,20051.93,56.0,100.0,4.0,Rent,Tier 1,No,Education,Low,1.4536,0.66,115035.08,0,0
101639,2023-05-14,BR016,G01763,35.0,Male,Married,Postgraduate,Salaried,115023.84,12349.99,118133.86,24,10.25,684.0,0,0.302,1,4958.32,11317.74,,620.42,9.0,Own,Tier 2,Yes,Business,Low,0.9737,1.8019,114536.98,0,0
101640,2023-07-19,BR021,G00888,21.0,Male,Married,Graduate,Self-employed,144683.46,9050.39,327714.63,36,11.4,656.0,0,0.128,1,12731.23,45727.05,42.0,990.65,1.0,Own,Tier 1,No,Personal,Medium,0.4415,1.5057,143989.3,0,0
101641,2024-06-10,BR026,G02443,40.0,Female,Single,Graduate,Salaried,105093.91,5000.0,223746.29,24,10.37,686.0,1,0.243,2,19326.84,36168.24,25.0,772.54,16.0,Rent,Tier 1,Yes,Business,Low,0.4697,1.6354,103373.98,0,0
101642,2023-02-06,BR035,G02394,37.0,Male,Single,Graduate,Salaried,,6729.51,206682.6,36,11.35,740.0,2,0.114,0,24098.24,65879.15,58.0,100.0,2.0,Family Owned,Tier 1,No,Home,Medium,0.8474,0.8544,177635.67,0,0
101643,2023-11-23,BR016,G02468,39.0,Male,Married,School,Self-employed,146245.59,,376074.61,60,10.55,730.0,3,0.343,0,18333.65,43496.1,37.0,100.0,7.0,Own,Tier 2,No,Education,Medium,0.3889,0.9246,148517.32,0,0
101644,2024-03-10,BR043,G00261,35.0,Male,Married,Graduate,Salaried,90000.0,6937.83,144405.8,24,12.55,,0,0.227,1,9742.27,48775.68,33.0,625.95,13.0,Own,Tier 3,Yes,Business,Low,0.6232,1.7273,89303.91,0,0
101645,2023-04-07,BR024,G00441,28.0,Male,Married,Postgraduate,Salaried,,13029.9,165159.25,12,11.32,656.0,2,0.207,0,-2007.15,33161.93,54.0,368.45,12.0,Rent,Tier 2,Yes,Home,Medium,0.763,2.5515,126037.81,0,0
101646,2023-08-04,BR037,G00458,23.0,Female,Single,School,Salaried,90000.0,5000.0,329483.86,60,10.43,618.0,3,0.416,1,16173.46,43644.17,32.0,100.0,14.0,Family Owned,Tier 1,No,Personal,High,0.2732,1.3989,89126.3,0,0
101647,2023-09-08,BR006,G01464,31.0,Female,Married,School,,97802.47,5000.0,271816.9,48,16.18,653.0,2,0.642,3,-84.56,26882.44,36.0,1205.6,8.0,Rent,Tier 1,No,Home,Medium,0.3598,1.3083,96920.89,0,0
101648,2024-04-29,BR009,G01076,48.0,Female,Single,Graduate,Salaried,90000.0,5357.72,137957.91,48,13.17,,1,0.485,1,9152.06,22633.57,,597.45,6.0,Rent,Tier 1,No,Personal,Low,0.6524,1.0976,91734.64,0,0
101649,2024-12-13,BR023,G01865,42.0,Female,Married,Postgraduate,Self-employed,,6307.7,50000.0,36,9.95,649.0,2,0.305,0,3117.67,30204.86,22.0,638.86,9.0,Own,Tier 1,No,Education,Low,2.3156,0.7977,115015.46,0,0
101650,2024-09-02,BR019,G00706,38.0,Female,Married,Graduate,Self-employed,90000.0,5000.0,250439.4,60,9.7,657.0,1,0.316,3,17061.7,68446.66,38.0,100.0,2.0,Rent,Tier 2,No,Education,Medium,0.3594,1.2232,89138.78,0,1
101651,2023-05-19,BR025,G00500,28.0,Female,Single,Graduate,Salaried,90000.0,6546.46,50000.0,48,12.43,731.0,1,0.349,0,5097.33,22066.98,42.0,303.08,0.0,Own,Tier 3,Yes,Education,Medium,1.8,1.0118,89770.19,0,0
101652,2023-01-14,BR008,G01623,35.0,Male,Divorced,Postgraduate,Salaried,90000.0,11109.32,108402.69,36,13.6,795.0,1,0.114,0,-5720.93,6017.51,40.0,288.61,2.0,Own,Tier 3,No,Personal,Medium,0.8302,1.8827,89434.8,0,0
101653,2023-02-07,BR024,G01544,47.0,Female,Married,Postgraduate,Unemployed,90000.0,5000.0,292228.76,48,12.15,759.0,0,0.313,0,10526.35,28498.87,9.0,100.0,1.0,Rent,Tier 1,Yes,Business,Low,0.308,1.4784,92390.68,0,0
101654,2024-03-10,BR035,G01727,45.0,Female,Single,Graduate,Self-employed,100930.92,5000.0,188836.85,60,14.89,590.0,1,0.132,1,1265.15,19904.34,42.0,100.0,18.0,Rent,Tier 1,No,Personal,Medium,0.5345,0.9687,99858.49,0,0
101655,2023-04-25,BR037,G00781,34.0,Female,Single,Graduate,,90000.0,5276.22,80569.16,60,11.34,650.0,3,0.581,3,11791.07,28443.68,35.0,890.98,10.0,Rent,Tier 2,No,Education,Medium,1.1171,0.8825,92483.0,0,0
101656,2023-06-18,BR013,G01316,21.0,Male,Married,Graduate,Salaried,90000.0,5000.0,50000.0,24,13.26,684.0,5,0.452,3,2091.55,25858.0,25.0,552.63,6.0,Rent,Tier 2,No,Education,Medium,1.8,0.9444,90524.3,0,0
101657,2024-09-10,BR018,G02321,32.0,Female,Married,Postgraduate,Unemployed,90000.0,8037.42,50000.0,48,13.29,668.0,2,0.336,4,,23820.06,50.0,100.0,10.0,Own,Tier 1,Yes,Home,Medium,1.8,1.2105,89572.6,0,0
101658,2024-09-29,BR027,G01528,34.0,Male,Single,Graduate,Unemployed,90000.0,,285892.67,72,8.77,650.0,0,0.448,0,8283.34,28080.1,64.0,588.92,14.0,Rent,Tier 3,No,Education,Low,0.3148,1.1961,89609.68,0,0
101659,2024-09-04,BR026,G02332,29.0,Female,Single,Postgraduate,Salaried,90000.0,15559.41,50000.0,12,11.26,,1,0.361,0,-9866.52,0.0,54.0,100.0,8.0,Rent,Tier 2,Yes,Education,Medium,1.8,2.6301,86851.67,0,0
101660,2023-07-05,BR040,G01084,34.0,Male,Married,Graduate,Self-employed,90000.0,5000.0,50000.0,12,7.32,682.0,2,0.116,0,8214.68,25127.52,36.0,100.0,7.0,Own,Tier 2,No,Education,Medium,1.8,1.2222,90444.23,0,0
101661,2024-03-28,BR020,G00113,48.0,Female,Married,School,Self-employed,90000.0,,351085.97,60,12.63,654.0,2,0.185,2,14084.55,18927.5,40.0,100.0,7.0,Family Owned,Tier 3,No,Home,Low,0.2563,1.4469,91314.56,0,0
101662,2024-03-21,BR034,G01901,,Male,Single,Graduate,Self-employed,145037.57,7410.35,250233.54,24,7.2,614.0,3,0.404,4,24307.1,77213.48,56.0,617.47,6.0,Rent,Tier 1,Yes,,High,0.5796,1.4758,146427.09,0,0
101663,2023-05-16,BR045,G01152,50.0,Female,Married,Postgraduate,,,5000.0,156804.57,36,12.95,801.0,1,0.344,0,9585.45,16140.07,37.0,885.73,9.0,Family Owned,Tier 2,Yes,Business,Low,0.574,1.2474,89748.97,0,0
101664,2024-02-09,BR015,G00106,22.0,Female,Married,School,Salaried,90000.0,5000.0,223562.43,48,9.13,678.0,1,0.299,1,12371.55,32669.58,32.0,100.0,11.0,Rent,Tier 3,No,Business,Medium,0.4026,1.2877,88260.67,0,0
101665,2024-01-19,BR042,G00347,36.0,Male,Single,Graduate,Salaried,90000.0,5000.0,,24,10.68,694.0,1,0.401,2,10602.43,18041.86,35.0,,5.0,Family Owned,Tier 3,No,Home,Low,1.8,0.9444,89079.49,0,0
101666,2023-10-17,BR017,G00783,21.0,Male,Married,Graduate,Self-employed,90000.0,12827.12,54989.43,36,11.74,635.0,0,0.393,0,5789.08,15169.47,46.0,,6.0,Own,Tier 1,No,Business,Low,1.6367,1.9139,89279.83,0,0
101667,2024-07-02,BR017,G00478,34.0,Male,Single,Graduate,,90000.0,6126.28,222273.04,84,10.15,747.0,1,0.025,0,731.95,10963.57,46.0,251.54,10.0,Family Owned,Tier 1,No,Personal,Low,0.4049,1.1697,89611.29,0,0
101668,2024-05-09,BR033,G01712,27.0,Male,Single,Graduate,Self-employed,,5000.0,50000.0,36,12.82,686.0,1,0.174,1,4464.9,19283.96,36.0,100.0,3.0,Family Owned,Tier 2,No,Business,Low,1.8,0.8519,88923.62,0,0
101669,2024-01-24,BR032,G01528,53.0,Male,Divorced,Graduate,Salaried,115506.24,13775.69,101298.55,24,12.42,639.0,2,0.48,1,12807.57,35039.6,43.0,100.0,10.0,Own,Tier 1,Yes,Personal,Low,1.1403,1.8697,117508.14,0,0
101670,2024-06-13,BR028,G00825,44.0,Female,Single,Postgraduate,Self-employed,90000.0,7527.39,50000.0,24,10.73,692.0,1,0.158,1,9194.58,27445.11,20.0,118.51,1.0,Rent,Tier 2,No,Personal,Low,1.8,1.2814,89077.29,0,0
101671,2024-07-11,BR012,G00212,50.0,Female,Single,Graduate,,90000.0,11069.15,282239.33,36,14.7,635.0,0,0.196,3,-1561.24,14734.34,,100.0,2.0,Own,Tier 3,Yes,Home,Medium,0.3189,2.5212,88373.1,0,0
101672,2024-02-18,BR005,G00197,34.0,Male,Married,Graduate,Unemployed,90000.0,5000.0,,24,13.39,748.0,1,0.379,2,14288.54,25840.78,40.0,363.57,5.0,Rent,Tier 1,No,Home,Low,0.4979,1.6709,89001.33,0,0
101673,2023-07-15,BR046,G02365,28.0,Female,Divorced,School,Self-employed,90000.0,5000.0,266860.83,48,12.99,657.0,0,0.259,3,-1217.79,21528.28,48.0,301.66,4.0,Family Owned,Tier 1,No,Home,,0.3373,1.4079,90824.16,0,0
101674,2024-07-07,BR044,G00863,27.0,Male,Married,Graduate,Salaried,90000.0,,50000.0,48,11.79,784.0,0,0.092,0,8976.77,49190.38,44.0,166.76,15.0,Own,Tier 2,No,Home,Low,1.8,2.1817,86075.05,0,0
101675,2024-06-07,BR045,G00269,42.0,Female,Single,School,Salaried,90000.0,,50000.0,84,7.54,694.0,1,0.16,1,14793.31,28795.8,18.0,478.45,7.0,Rent,Tier 3,No,Personal,Low,1.8,0.8039,87869.46,0,0
101676,2024-12-18,BR026,G01779,59.0,Male,Married,School,Salaried,90000.0,5000.0,186300.02,48,12.81,,0,0.486,0,5979.35,27603.92,44.0,100.0,0.0,Own,Tier 2,No,Personal,Medium,0.4831,1.1842,87827.63,0,0
101677,2023-04-20,BR045,G02175,44.0,Female,Married,Graduate,Salaried,90000.0,5000.0,98489.43,60,12.01,690.0,0,0.157,1,14658.06,55512.78,52.0,,6.0,Rent,Tier 3,No,,Low,0.9138,0.8855,87387.1,0,0
101678,2023-11-03,BR024,G00305,35.0,Male,Married,Graduate,Salaried,90000.0,5000.0,50000.0,48,11.74,723.0,1,0.096,0,4510.86,13402.07,38.0,100.0,4.0,Own,Tier 2,No,Business,Low,1.8,0.8056,89690.9,0,0
101679,2024-11-05,BR004,G02363,37.0,Male,Single,School,,90000.0,13762.45,152918.07,60,8.35,641.0,1,0.443,0,-3804.24,16091.23,52.0,124.27,6.0,Family Owned,Tier 1,Yes,Personal,Medium,0.5886,2.1748,88463.55,0,0
101680,2024-01-11,BR010,G01812,39.0,Male,Married,Postgraduate,Salaried,114038.55,5000.0,245608.89,72,13.73,664.0,2,0.237,1,19172.85,65169.92,62.0,100.0,4.0,Own,Tier 1,Yes,Business,Medium,0.4643,0.8851,111917.46,0,0
101681,2024-11-19,BR014,G00631,61.0,Female,Single,Graduate,Unemployed,90000.0,13378.68,113511.48,60,10.08,712.0,1,0.725,1,1561.42,13594.99,34.0,726.24,4.0,Own,Tier 2,No,,Medium,0.7929,2.0361,89106.43,0,1
101682,2023-01-10,BR019,G01939,53.0,Female,Married,Postgraduate,Salaried,90000.0,5000.0,167218.56,36,14.64,723.0,1,0.224,1,7053.62,9550.41,30.0,100.0,4.0,Family Owned,Tier 1,Yes,Education,Low,0.5382,1.286,89230.11,0,0
101683,2023-01-26,BR047,G01050,42.0,Female,Single,Postgraduate,Salaried,90000.0,5000.0,185727.49,72,10.35,703.0,1,0.675,1,,52635.39,25.0,149.22,5.0,Rent,Tier 1,Yes,Home,High,0.4846,1.0106,90011.11,0,0
101684,2024-08-04,BR017,G01589,40.0,Female,Married,Graduate,Self-employed,90000.0,5000.0,117360.81,36,15.11,748.0,0,0.55,1,5532.33,27994.8,30.0,100.0,8.0,Rent,Tier 2,Yes,Home,Low,0.7669,1.1013,87609.99,0,0
101685,2023-09-19,BR031,G00318,42.0,Male,Married,Graduate,Salaried,90000.0,5000.0,96875.42,84,11.1,687.0,1,0.017,0,15082.41,30064.5,34.0,100.0,5.0,Rent,Tier 2,No,Education,Low,0.929,0.8204,89917.84,0,0
101686,2024-01-15,BR014,G00611,44.0,Female,Married,Postgraduate,Salaried,90000.0,5000.0,205064.46,36,8.72,671.0,1,0.119,0,,48495.72,13.0,100.0,1.0,Family Owned,Tier 3,Yes,Education,Medium,0.4389,1.4262,91317.94,0,0
101687,2023-11-09,BR033,G01934,34.0,Female,Divorced,Graduate,Self-employed,90000.0,16323.52,104126.8,60,11.62,,0,0.128,0,-1495.12,14735.68,62.0,100.0,1.0,Family Owned,Tier 3,Yes,Business,Medium,0.8643,2.4079,88523.3,0,0
101688,2023-10-25,BR029,G02014,30.0,Male,Married,Graduate,Salaried,,9213.29,265644.74,48,14.69,739.0,2,0.052,1,-2834.78,20126.4,48.0,100.0,3.0,Rent,Tier 2,No,Home,Medium,0.4272,1.5594,114476.09,0,0
101689,2024-11-16,BR008,G00028,50.0,Male,Single,Graduate,Salaried,90000.0,,296992.41,36,9.24,698.0,2,0.262,1,,31131.25,40.0,1096.83,6.0,Rent,Tier 1,No,Personal,Low,0.303,2.0387,90553.28,0,0
101690,2023-03-10,BR024,G00537,39.0,Male,Married,Graduate,Self-employed,90000.0,5794.99,135611.72,36,11.2,709.0,1,0.225,2,1815.47,20234.16,26.0,100.0,2.0,Rent,Tier 2,Yes,Business,Medium,0.6637,1.2749,88585.01,0,0
101691,2024-07-17,BR006,G01519,49.0,Male,Single,Postgraduate,Salaried,121696.28,5000.0,443806.41,60,7.55,656.0,1,0.155,0,19800.35,71263.45,9.0,100.0,4.0,Rent,Tier 1,Yes,Education,Low,0.2742,1.2224,121598.96,0,0
101692,2024-10-11,BR045,G02265,57.0,Male,Single,Graduate,Salaried,90000.0,7684.61,158999.83,72,14.97,,1,0.479,0,1265.63,16512.88,35.0,1530.02,7.0,Own,Tier 2,No,Business,Medium,0.566,1.3191,88981.81,0,0
101693,2024-04-24,BR036,G01686,45.0,Female,Married,School,Salaried,109049.51,5000.0,149381.75,72,11.64,666.0,2,0.336,2,2322.51,11358.41,22.0,100.0,3.0,Own,Tier 2,No,Business,Low,0.73,0.7785,109394.83,0,0
101694,2023-10-16,BR048,G01767,43.0,Female,Married,Graduate,Self-employed,90000.0,5000.0,84039.46,72,14.28,782.0,0,0.33,0,1206.78,14917.44,42.0,100.0,0.0,Rent,Tier 2,Yes,Personal,Medium,1.0709,0.8223,88450.84,0,0
101695,2023-04-27,BR044,G00972,70.0,Male,Single,Postgraduate,Unemployed,90000.0,5000.0,50000.0,48,12.77,706.0,0,0.401,1,12752.37,14384.4,38.0,100.0,13.0,Family Owned,Tier 1,No,Personal,Low,1.8,0.8056,93258.99,0,0
101696,2024-05-13,BR011,G00137,41.0,Female,Single,Postgraduate,Salaried,125705.27,11917.06,290822.08,60,8.03,677.0,1,0.709,3,19501.4,69337.77,63.0,287.86,5.0,Own,Tier 3,No,Home,Medium,0.4322,1.6003,126888.92,0,0
101697,2023-12-09,BR036,G01915,27.0,Female,Single,Graduate,Salaried,90000.0,12334.28,50990.42,36,8.99,728.0,0,0.517,2,-39.5,5977.86,34.0,100.0,5.0,Rent,Tier 1,No,Home,Medium,1.765,1.8334,87818.99,0,0
101698,2023-04-20,BR006,G01999,36.0,Female,Married,Graduate,Salaried,90000.0,5000.0,,60,9.24,741.0,0,0.401,1,15319.23,38632.95,2.0,2227.88,4.0,Own,Tier 2,Yes,Business,Low,0.7681,0.927,89110.8,0,0
101699,2023-09-20,BR049,G01109,56.0,Female,Married,Graduate,Unemployed,90000.0,5000.0,214382.33,60,11.53,762.0,1,0.067,0,7614.35,14475.71,30.0,715.44,4.0,Rent,Tier 2,No,Home,Medium,0.4198,1.1431,89394.37,0,0
101700,2024-12-02,BR040,G01267,25.0,Female,Married,School,Self-employed,104925.44,5000.0,246009.15,36,13.17,667.0,1,0.314,1,2163.46,22071.06,47.0,100.0,2.0,Family Owned,Tier 2,Yes,Home,Low,0.4265,1.3534,106145.83,0,0
101701,2023-07-13,BR035,G00588,31.0,,Married,School,Salaried,,8965.36,531611.05,24,10.54,644.0,0,0.355,0,34086.1,44605.99,35.0,1336.98,4.0,Own,Tier 1,Yes,Education,Low,0.3322,2.1142,178841.34,0,0
101702,2023-05-11,BR050,G01132,51.0,Female,Married,Postgraduate,Salaried,90000.0,5000.0,182170.9,36,13.17,684.0,1,0.349,0,199.08,14161.61,42.0,582.33,14.0,Rent,Tier 3,No,Business,Low,0.494,1.3414,88867.76,0,0
101703,2024-05-12,BR043,G00605,36.0,Male,Married,Postgraduate,Salaried,178485.78,6663.14,470386.75,36,14.23,729.0,0,0.308,0,1228.46,43201.87,54.0,715.87,3.0,Rent,Tier 2,No,Business,Low,0.3794,1.3265,181618.9,0,0
101704,2023-05-26,BR044,G01052,38.0,Male,Married,Graduate,Self-employed,90000.0,5000.0,50000.0,36,9.11,,2,0.66,2,9226.49,35837.99,41.0,100.0,17.0,Family Owned,Tier 2,Yes,Home,Medium,1.8,0.8519,92445.65,0,0
101705,2024-11-02,BR006,G00336,51.0,Male,Married,Graduate,Self-employed,90000.0,,50000.0,60,9.88,729.0,1,0.37,2,6885.81,33291.67,33.0,412.99,15.0,Own,Tier 2,No,Education,Low,1.8,1.2649,87434.71,0,0
101706,2024-09-19,BR002,G01517,31.0,Female,Married,Postgraduate,Salaried,,6407.49,85461.71,72,15.0,779.0,0,0.627,0,1570.46,17630.01,44.0,100.0,23.0,Family Owned,Tier 1,No,Business,Low,1.6629,0.6413,143544.73,0,0
101707,2024-12-18,BR049,G00619,23.0,Other,Married,Graduate,Salaried,90000.0,5000.0,251578.13,48,14.43,701.0,0,0.289,0,,31929.95,22.0,1804.3,8.0,Family Owned,Tier 2,No,Home,Low,0.3577,1.3655,88672.86,0,0
101708,2024-10-28,BR013,G01812,24.0,Male,Single,Graduate,Salaried,170719.3,,403128.04,48,11.68,599.0,0,0.187,3,18059.67,59874.65,53.0,721.94,16.0,Family Owned,Tier 3,Yes,Education,High,0.4235,0.9418,169950.26,0,1
101709,2023-06-27,BR022,G01295,45.0,Female,Married,School,Self-employed,,11027.27,74073.84,84,14.11,736.0,0,0.326,3,17539.63,41960.25,58.0,100.0,9.0,Rent,Tier 2,Yes,Business,High,1.2868,1.4993,97038.25,0,0
101710,2023-06-04,BR003,G02240,42.0,Male,Married,Graduate,Salaried,90000.0,5244.34,111998.69,84,10.33,592.0,2,0.708,4,13193.2,22278.07,26.0,100.0,2.0,Own,Tier 2,No,Home,High,0.8036,0.877,92456.26,0,1
101711,2023-09-08,BR032,G00553,31.0,Female,Married,Graduate,Salaried,230547.92,18004.17,467898.34,36,13.66,748.0,1,0.377,1,20083.29,54525.88,22.0,116.3,14.0,Rent,Tier 1,No,Home,Low,0.4927,1.6136,235364.91,0,0
101712,2023-12-09,BR042,G00683,26.0,Male,Married,Graduate,Self-employed,90000.0,5000.0,50000.0,36,7.84,750.0,0,0.206,0,,27999.99,,228.9,,Own,Tier 3,No,Personal,Low,1.8,0.8519,89973.97,0,0
101713,2024-10-04,BR043,G00608,36.0,Female,Married,Graduate,Self-employed,90000.0,6659.91,50000.0,24,13.09,627.0,4,0.195,2,606.43,2863.43,56.0,100.0,10.0,Own,Tier 3,No,Personal,Low,1.8,1.1658,90261.86,0,0
101714,2024-06-19,BR030,G01577,51.0,Female,Single,Graduate,Self-employed,90000.0,5000.0,50000.0,48,11.37,767.0,0,0.414,1,,47094.49,38.0,100.0,12.0,Family Owned,Tier 3,No,Personal,Low,1.8,0.8056,90073.98,0,0
101715,2024-04-15,BR034,G00268,30.0,Male,Married,Graduate,Self-employed,90000.0,17753.31,50000.0,72,11.73,721.0,3,0.403,1,3088.37,12887.97,39.0,,13.0,Family Owned,Tier 2,Yes,Business,Low,1.8,2.4597,90155.74,0,0
101716,2024-10-03,BR026,G01716,32.0,Female,Married,Graduate,Self-employed,90000.0,5000.0,254126.56,48,11.68,677.0,0,0.0,0,6968.46,24774.86,39.0,345.51,4.0,Own,Tier 2,Yes,Education,Low,0.3542,1.3726,90830.37,0,0
101717,2024-04-16,BR023,G02048,26.0,Female,Married,Graduate,Salaried,90000.0,5000.0,137129.82,24,15.3,699.0,2,0.116,0,14475.07,47260.37,35.0,,3.0,Rent,Tier 3,Yes,Home,Low,0.6563,1.4285,88880.98,0,0
101718,2023-10-04,BR028,G01687,35.0,Male,Married,Graduate,,90000.0,5097.95,65973.7,12,13.73,691.0,1,0.482,1,2454.3,8321.05,35.0,100.0,12.0,Own,Tier 1,No,Home,Low,1.3642,1.4128,86935.14,0,0
101719,2023-10-29,BR047,G00337,43.0,Female,Married,Graduate,Self-employed,90000.0,6221.97,125484.23,84,9.79,709.0,1,0.206,0,-268.59,5154.35,31.0,1260.51,8.0,Own,Tier 3,No,Business,Medium,0.7172,1.0288,89082.67,0,0
101720,2024-01-13,BR013,G01233,62.0,Female,Married,School,Salaried,90000.0,11387.59,162251.99,36,11.4,718.0,0,0.14,2,2086.31,12946.81,30.0,541.49,4.0,Family Owned,Tier 3,No,,Low,0.5547,2.1193,90505.29,0,0
101721,2023-03-06,BR024,G01334,41.0,,Married,Postgraduate,Salaried,,5000.0,129080.5,48,12.11,744.0,2,0.538,1,-1813.18,12512.6,20.0,806.5,6.0,Family Owned,Tier 1,Yes,Home,Medium,0.8237,0.8678,107127.48,0,0
101722,2024-06-25,BR031,G00978,38.0,Male,Divorced,Graduate,Self-employed,206599.6,17544.72,89012.53,60,8.56,762.0,0,0.288,1,16419.77,32442.6,49.0,,19.0,,Tier 1,Yes,Personal,Low,2.321,1.1052,206068.93,0,0
101723,2024-04-21,BR029,G01166,48.0,Female,Married,Graduate,Salaried,90000.0,5759.69,50000.0,36,11.29,722.0,0,0.533,0,13544.61,52178.06,43.0,,1.0,Family Owned,Tier 3,Yes,Personal,Low,1.8,0.9531,87864.49,0,0
101724,2024-06-17,BR002,G01906,47.0,Female,Single,Postgraduate,Self-employed,90000.0,5392.73,,36,12.49,649.0,1,0.201,0,3686.62,12133.26,34.0,119.23,3.0,Own,Tier 1,Yes,Home,Low,0.295,1.8489,90844.59,0,0
101725,2024-01-25,BR015,G02087,33.0,Female,Divorced,School,Salaried,90000.0,6509.42,196827.05,12,13.31,699.0,1,0.368,1,5454.32,23401.51,27.0,100.0,2.0,Rent,Tier 1,Yes,Personal,Low,0.4573,3.0549,90095.32,0,0
101726,2024-07-25,BR033,G00751,64.0,Female,Married,School,Self-employed,,5646.09,50000.0,48,10.06,742.0,0,0.147,0,12014.99,19532.5,45.0,100.0,5.0,Own,Tier 1,Yes,Home,Low,1.8,0.8917,88512.05,0,0
101727,2024-11-24,BR035,G00825,39.0,Female,Married,School,Unemployed,,5000.0,294052.06,60,13.63,642.0,1,0.351,0,8914.75,30567.87,45.0,100.0,5.0,Rent,Tier 3,Yes,Education,Low,0.3061,1.3201,89914.2,0,0
101728,2024-02-21,BR037,G00521,42.0,Male,Married,Postgraduate,Salaried,90000.0,5685.23,50000.0,12,10.77,734.0,0,0.129,1,8819.49,7525.3,59.0,100.0,12.0,Rent,Tier 1,No,Education,,1.8,1.3136,92059.11,0,0
101729,2023-11-21,BR050,G01005,45.0,Male,Single,Graduate,Salaried,206620.19,5000.0,,36,13.63,,2,0.402,4,41348.11,135002.58,15.0,1227.85,5.0,Own,Tier 1,Yes,Personal,High,0.481,0.9834,208717.87,0,1
101730,2023-03-18,BR034,G01365,43.0,Male,Single,Graduate,Salaried,,5000.0,182438.22,60,11.5,708.0,1,0.381,2,18910.97,36450.59,,637.86,2.0,Own,Tier 1,Yes,Home,Low,0.6117,0.8646,113541.94,0,0
101731,2024-07-22,BR029,G01784,56.0,Male,Single,School,Self-employed,90000.0,5000.0,138909.68,48,11.28,693.0,1,0.086,0,10197.67,36715.49,30.0,479.34,12.0,Own,Tier 2,Yes,Business,Low,0.6479,1.0525,89720.94,0,0
101732,2024-10-21,BR017,G00670,33.0,Female,Married,School,Salaried,90000.0,5000.0,109774.57,84,11.5,673.0,1,0.862,1,-411.59,10909.45,35.0,409.98,6.0,Rent,Tier 2,No,Personal,Medium,0.8199,0.8409,90258.74,0,1
101733,2024-05-25,BR019,G00541,48.0,,Married,Graduate,Self-employed,90000.0,5000.0,240986.83,60,9.11,639.0,1,0.478,1,15848.39,32776.68,38.0,100.0,5.0,Own,Tier 1,No,Business,Low,0.3735,1.2022,91147.24,0,0
101734,2024-09-23,BR042,G00084,41.0,Male,Married,Graduate,Salaried,90000.0,5000.0,164631.69,60,10.98,698.0,0,0.098,1,10924.24,39512.36,34.0,1474.5,12.0,Own,Tier 2,Yes,Education,Low,0.5467,1.0325,90178.99,0,0
101735,2024-09-20,BR024,G00235,50.0,Female,Single,Graduate,Self-employed,90000.0,5000.0,155033.37,36,10.44,,1,0.255,1,-451.37,19097.37,48.0,100.0,10.0,Own,Tier 2,Yes,Business,Low,0.5805,1.2409,88522.34,0,0
101736,2024-08-05,BR036,G00129,37.0,Male,Single,Graduate,Salaried,90000.0,5000.0,,36,11.97,709.0,0,0.109,1,-697.62,16738.47,31.0,368.39,1.0,Own,Tier 2,No,Education,Medium,0.5733,1.2481,88152.73,0,0
101737,2024-01-03,BR007,G00519,35.0,Male,Married,Postgraduate,Salaried,90000.0,5000.0,99460.05,72,11.26,699.0,2,0.315,0,8155.22,15701.04,50.0,100.0,10.0,Rent,Tier 2,No,Home,Low,0.9049,0.8509,91439.24,0,0
101738,2023-03-14,BR007,G01738,47.0,Female,Single,Postgraduate,Salaried,133742.49,5000.0,352698.04,48,14.79,733.0,3,0.222,0,8048.66,20944.46,61.0,100.0,17.0,Own,Tier 2,No,Personal,Low,0.3792,1.1079,131902.73,0,0
101739,2023-01-03,BR011,G01936,43.0,Male,Married,Graduate,Unemployed,90000.0,9668.29,279408.37,36,20.04,715.0,1,0.31,1,10638.1,16143.2,28.0,1158.51,2.0,Rent,Tier 2,No,Personal,Low,0.3221,2.324,92579.29,0,0
101740,2023-05-30,BR010,G02433,30.0,Female,Married,Graduate,Salaried,116284.24,10913.38,122679.09,48,10.98,688.0,3,0.809,1,,18301.22,63.0,,7.0,Own,Tier 1,No,Home,Medium,0.9479,1.39,114277.28,0,0
101741,2023-11-11,BR031,G01363,54.0,Male,Single,Postgraduate,Self-employed,90000.0,5000.0,51874.57,60,12.47,747.0,1,0.085,0,8025.66,38686.91,48.0,100.0,6.0,Own,Tier 2,No,Business,Low,1.735,0.7819,91923.77,0,0
